Province Code|Province Name|Regency/Municipality Code|Regency/Municipality Name|District Code|District Name|Village Code|Village Name|Population
||||||026|KAMPUNG MELAYU GABUNGAN|348
||||||027|TERUTUNG PEDI|759
||||||029|GUMPANG JAYA|680
||||||030|BATUMBULAN BARU|431
||||||031|UJUNG BARAT|190
||||||032|PULO PEDING|356
||||||033|MEDABE|631
||||||034|PERAPAT SEPAKAT|1027
||||||035|PERAPAT TITI PANJANG|310
||||||036|PULO SANGGAR|586
||||||037|MBARUNG DATUK SAUDANE|275
||||||038|BATU BULAN SEPAKAT|209
||||||039|KAMPUNG MELAYU I|264
||||||040|ALAS MERANCAR|486
||||041|LAWE BULAN|001|PASIR PENJENGAKAN|411
||||||002|KUTAMBARU|533
||||||003|PASIR GALA|418
||||||004|LAWE RUTUNG|2435
||||||005|KUTA BANTIL|438
||||||006|LAWE KULOK|465
||||||007|LAWE SAGU HULU|600
||||||012|TENEMBAK JUHAR|362
||||||013|LAWE SAGU HILIR|389
||||||014|KP NANGKA GAB|565
||||||016|TELAGA MEKAR|385
||||||018|KUTE BULUH BOTONG|345
||||||019|KUTE MBARU BENCAWAN|655
||||||020|PULONAS BARU|1198
||||||021|SIMPANG EMPAT|955
||||||022|KANDANG BELANG MANDIRI|363
||||||023|MBACANG RACUN|272
||||||024|LAWE KINGE|308
||||||025|PERAPAT TIMUR|403
||||||026|BAHAGIA|322
||||||027|KUTA GALUH|682
||||||028|KUTE GENTING|184
||||||029|LAWE SAGU|261
||||||030|KUTE PANGGUH|477
||||050|BADAR|002|KAMPUNG BARU|862
||||||003|PURWODADI|920
||||||004|LAWE BEKUNG|266
||||||005|SALANG ALAS|230
||||||006|KUTA TINGGI|821
||||||014|PERANGINAN|1015
||||||015|KUTA PASIR|408
||||||022|NATAM|625
||||||034|KUMBANG JAYA|1180
||||||035|KUMBANG INDAH|1457
||||||036|DELENG MEGAKHE|892
||||||037|LAWE BEKUNG TEMPAHAN|334
||||||038|BADAR INDAH|363
||||||040|NATAM BARU|807
||||||041|TANAH MERAH|620
||||||042|BATU MBERONG|291
||||||043|LAWE SEKERAH|414
||||||044|TANOH MEGAKHE|614
||||051|DARUL HASANAH|001|GULO|443
||||||002|LAWE STUL|380
||||||003|KITE MERANGGUN|348
||||||004|PULO PIKU|541
||||||005|TERUTUNG KUTE|686
||||||006|KUTA UJUNG|352
||||||007|MAMAS|590
||||||008|TANJUNG LAMA|688
||||||009|TANJUNG MUDA|331
||||||010|TANJUNG AMAN|370
||||||011|RAMBUNG TELDAK|400
||||||012|SERIMUDA|245
||||||013|DARUL MAKMUR|200
||||||014|KUTE RAMBE|302
||||||015|UJUNG BARU|708
||||||016|MAMAS BARU|407
||||||017|RAMBUNG JAYA|625
||||||018|MAKMUR JAYA|305
||||||019|PULO GADUNG|309
||||||020|ISTIQOMAH|360
||||||021|KHOTAN JAYA|405
||||||022|LAWE MAMAS INDAH|376
||||||023|TANJUNG BARU|631
||||||024|SIMPANG IV TANJUNG|152
||||||025|TANJUNG LEUSER|413
||||||026|LAWE PINIS|296
||||||027|KUNING ABADI|452
||||||028|BUNTUL KENDAWI|173
||||052|KETAMBE|001|DELENG DAMAR|282
||||||002|SIMPANG III JONGAR|284
||||||003|PENYEBRANGAN CINGKAM|409
||||||004|JONGAR|440
||||||005|LAWE PENANGGALAN|692
||||||006|JAMBUR LAK LAK|437
||||||007|LAWE MENGKUDU|267
||||||008|AUNAN SEPAKAT|266
||||||009|KETAMBE|474
||||||010|RUMAH BUNDAR|226
||||||011|KAYU MENTANGUR|397
||||||012|LAWE SEMBEKAN|481
||||||013|LAWE GEKH GEKH|491
||||||014|LAWE BERINGIN|254
||||||015|BENER BERPAPAH|284
||||||016|DATUK PINDING|284
||||||017|PENUNGKUNEN|378
||||||018|JATI SARA|253
||||||019|LEUSER|615
||||||020|BUKIT BARU|275
||||||021|KATI MAJU|131
||||||022|LAWE AUNAN|613
||||||023|BINTANG BENER|320
||||||024|SUKA RIMBUN|331
||||||025|SIMPUR JAYA|389
||||053|DELENG POKHKISEN|001|BUNGA MELUR|446
||||||002|TERUTUNG MBELANG|327
||||||003|TENEMBAK LANG LANG|562
||||||004|PENAMPAAN|572
||||||005|TUALANG LAMA|519
||||||006|LAWE PANGKAT|496
||||||007|GUSUNG BATU|301
||||||008|KAYA PANGUR|210
||||||009|RANTO DIUR|253
||||||010|LEMBAH ALAS|674
||||||011|KAMPUNG SEPAKAT|279
||||||012|SALANG SIGOTOM|262
||||||013|SALANG BARU|387
||||||014|SALANG MUARA|332
||||||015|MUHAJIRIN|145
||||||016|BERINGIN NARU|139
||||||017|TANOH KHUKAHEN|222
||||||018|TADING NIULIHI|139
||||||019|PESELUK PESIMBE|157
||||||020|KATI JEROH|221
||||||021|KANE LOT|107
||||||022|LAWE HAKHUM|295
||05|ACEH TIMUR|080|SERBA JADI|001|LOKOP|574
||||||002|TUALANG|391
||||||003|GAMPONG TERUJAK|259
||||||004|LELES|357
||||||013|UJUNG KARANG|150
||||||014|UJUNG TARING|93
||||||015|SUNTI|299
||||||016|SEKUALAN|287
||||||017|LOOT|352
||||||018|NALON|345
||||||019|JERING|350
||||||020|RAMPAH|414
||||||021|MESIR|199
||||||022|SELEMAK|151
||||||023|SEMBUANG|206
||||||028|BUNIN|722
||||||029|UPT II KUALA PANGOH|293
||||||030|UPT I KUALA PANGOH|324
||||081|SIMPANG JERNIH|001|HTI RANTO NARO|353
||||||002|TAMPUR BOOR|141
||||||003|TAMPOR PALOH|427
||||||004|MELIDI|703
||||||005|BATU SUMBANG|331
||||||006|SIMPANG JERNIH|546
||||||007|PANTE KERA|265
||||||008|RANTAU PANJANG|631
||||082|PEUNARON|001|ARUL PINANG|3155
||||||002|PEUNARON BARU|1996
||||||003|PEUNARON LAMA|1105
||||||004|BUKIT TIGA|1194
||||||005|SUMBER MULYA|314
||||||006|SRI MULYA|442
||||090|BIREM BAYEUN|001|BUKET TIGA|986
||||||002|BENTENG|581
||||||003|AFD.II BUKET|372
||||||004|ALUE DRIEN|551
||||||005|ALUE CANANG|1211
||||||006|JAMBUR LABU|1936
||||||007|ALUE BULOH|652
||||||008|PEUTOW|400
||||||009|KEMUNING HULU|439
||||||010|ALUE TEH|2347
||||||011|PAYA TAMPAH|504
||||||012|PAYA BILI II|1643
||||||013|PAYA RAMBONG|161
||||||014|ALUE GADENG SATU|413
||||||015|BIREM RAYEUK|2059
||||||016|KEUDE BIREM|1326
||||||017|ARAMIYAH|1257
||||||018|PAYA BILI I|671
||||||019|MERBAU II|204
||||||020|PAYA PEULAWI|676
||||||021|BAYEUN|882
||||||022|ALUE GADENG|650
||||||023|PERK. ALUE GADENG DUA|502
||||||024|BUKIT SEULEMAK|719
||||||025|BLANG TUALANG|807
||||||026|ALUE SENTANG|2454
||||||027|ALUE NYAMUK|927
||||100|RANTAU SELAMAT|001|ALUE TUWI|355
||||||002|ALUE KAOL|1175
||||||003|ALUE PUNTI|849
||||||004|DAMAR SIPUT|249
||||||005|SIMPANG PEUT|312
||||||006|SARAH KAYEE|272
||||||007|ALUR SEULEUMAK|298
||||||008|SIMPANG ANEUH|426
||||||009|GAMPONG BAYEUN|2324
||||||010|SARAH TEUBEE|594
||||||011|RANTAU PANJANG|2162
||||||012|ALUE RAYA|942
||||||013|SEUNEUBOK DALAM|610
||||||014|ALUE KUMBA|655
||||101|SUNGAI RAYA|001|GAJAH MENTAH|320
||||||002|SEUNEUBOK ACEH|816
||||||003|SEUNEUBOK PASE|1226
||||||004|SUNGAI SIMPANG|364
||||||005|PAYA KEUTAPANG|360
||||||006|ALUE ITAM|253
||||||007|BUKIT DRIEN|1165
||||||008|BUKIT SELAMAT|1639
||||||009|KUALA PAREK|196
||||||010|LABUHAN KEUDE|2822
||||||011|KRUENG LINGKA|275
||||||012|GEULUMPANG PAYONG|858
||||||013|ALUE RANGAN|378
||||110|PEUREULAK|008|CEK MBON|1056
||||||018|SEUNEUBOK PIDIE|1683
||||||019|KUALA LEUGE|948
||||||020|SEUNEUBOK PEUSANGAN|1283
||||||023|LEUBUK PEMPENG|1653
||||||024|DAMA TUTONG|1073
||||||025|BALE BUYA|685
||||||026|MATANG GLEUM|489
||||||027|ALUE NIBONG|1399
||||||028|BUKET PALA|1016
||||||029|BLANG SIMPO|543
||||||030|PAYA KALUT|262
||||||031|ALUE DUA PAYA GAJAH|554
||||||032|SEUNEUBOK ACEH|1376
||||||033|UTEUN DAMA|615
||||||034|PAYA MEULIGO|1037
||||||035|PUNTI|593
||||||036|KEUMUNENG|674
||||||037|BANGKA RIMUENG|762
||||||038|LEUGE|1687
||||||039|LHOK DALAM|3168
||||||040|BANDRONG|710
||||||042|TANAH RATA|529
||||||043|TUALANG|1398
||||||044|KEUDE PEUREULAK|708
||||||045|COT MUDA ITAM|576
||||||046|PASIR PUTIH|2569
||||||047|BLANG BETRA|553
||||||055|BEUSA MEURANOU|953
||||||056|SEUMATANG MUDA ITAM|844
||||||057|BLANG BALOK|1004
||||||058|KUALA BUGAK|642
||||||059|PAYA LIPAH|1560
||||||060|COT GEULUMPANG|919
||||||062|COT KEH|1154
||||||063|BLANG BATEE|1346
||||||064|ALUE RAMBONG|752
||||||065|MATANG PEULAWI|918
||||111|PEUREULAK TIMUR|001|BUKIT MEURIAM|128
||||||002|SEUNEUBOK PUNTI|388
||||||003|ALUE BUGENG|1182
||||||004|SEUNEUBOK TEUNGOH|912
||||||005|SEUNEUBOK TEUPIN|729
||||||006|ALUE BU/ALUE LHOK|228
||||||007|ALUE GUREP|417
||||||008|ALUE BU ALUE NIREH|470
||||||009|SEUNEUBOK PAYA|251
||||||010|SEUNEUBOK RAWANG|721
||||||011|ALUE THO|192
||||||012|SEUNEUBOK LAPANG|1809
||||||013|SEUNEUBOK JALAN|432
||||||014|GEULANGGANG MERAK|441
||||||015|SEUMATANG KEUDE|983
||||||016|BABAH KRUENG|780
||||||017|KRUT LINTANG|562
||||||018|JEUNGKI|941
||||||019|SEUNEUBOK DALAM|426
||||||020|TUALANG PATENG|609
||||112|PEUREULAK BARAT|001|KABU|1007
||||||002|BEURINGIN|1171
||||||003|TEUMPEUN|1197
||||||004|KEBUN TEUMPEUN|135
||||||005|PAYA SEUNGAT|371
||||||006|TANJUNG TUALANG|1010
||||||007|BEUSA SEBERANG|2299
||||||008|PAYA GAJAH|1179
||||||009|MON GEUDONG|331
||||||010|ALUE BU TUHA|864
||||||011|ALUE BU JALAN|1184
||||||012|PAYA BIEK|656
||||||013|BEUSA BAROH|587
||||||014|ALUE BU TUNONG|748
||||||015|ALUE BU JALAN BAROH|894
||||120|RANTO PEUREULAK|001|BEURANDANG|1052
||||||002|ALUE GEUNTENG|2021
||||||003|KLIET|837
||||||004|GAMPONG TAMPAK|862
||||||005|PAYA PALAS|2348
||||||006|ALUE BATEE|448
||||||007|BHOM LAMA|580
||||||008|PASIR PUTIH|699
||||||009|ALUE DUA|635
||||||010|BUKET PALA BSP|1444
||||||011|PUNTI PAYONG|971
||||||012|SEUMALY|792
||||||013|KP. PERTAMINA|545
||||||014|BLANG BAROM|334
||||||015|PULO BLANG|513
||||||016|SNB JOHAN|404
||||||017|PAYA UNOU|657
||||||018|SNB BARO|603
||||||019|SNB DALAM|235
||||||020|SEULEMAK MUDA|418
||||||021|MATA IE|856
||||||022|ALUE UDEP|600
||||||023|SEUMANAH JAYA|4091
||||130|IDI RAYEUK|042|DAMA PULO|718
||||||043|GUREB BLANG|425
||||||044|SEUNEUBOK TUTONG|219
||||||045|SAM PAI MAH|284
||||||046|SEUNEUBOK TUHA|172
||||||047|BUKET LANGA|94
||||||048|BUKET JUARA|258
||||||049|BUKET PALA|466
||||||050|MEUNASAH PUUK|631
||||||051|KEUDE BLANG|971
||||||078|BANTAYAN TIMUR|402
||||||079|GAMPONG ACEH|1752
||||||080|KEUDE ACEH|849
||||||081|KUTA BLANG|1388
||||||083|SEUNEUBOK BACEE|314
||||||084|TITI BARO|516
||||||103|SEUNEUBOK TEUNGOH (PR)|627
||||||104|SEUNEUBOK RAMBONG|1725
||||||105|TANOH ANOU|4511
||||||106|KAMPUNG TANJONG|995
||||||107|KUALA PD PUNTONG|1704
||||||108|KAMPUNG JAWA|3819
||||||109|BLANG GEULUMPANG|2044
||||||111|GAMPONG JALAN|2196
||||||112|BUKET MEULINTEUNG|294
||||||113|BUKET JOK|295
||||||114|TEUPIN BATEE|657
||||||115|ALUE DUA MUKA S|337
||||||116|TANJONG KAPAI|689
||||||117|GAMPONG BARO|764
||||||118|KUALA IDI|749
||||||119|KEUTAPANG MAMEH|1524
||||||120|ULEE BLANG|162
||||||121|ALUE DUA MUKA 0|235
||||||122|KUTA LAWAH|350
||||131|PEUDAWA|001|ASAN RAMPAK|266
||||||002|BUKET KUTA|963
||||||003|BLANG KUTA|533
||||||004|ALUE BATEE|192
||||||005|PAYA BILI I|196
||||||006|BLANG BUKET|307
||||||007|KUTA BARO|300
||||||008|SEUNEUBOK TEUNGOH|322
||||||009|SEUNEUBOK PUNTEUT|1056
||||||010|SAMA DUA|397
||||||011|KAMPUNG KEUDE|1738
||||||012|MEUNASAH KRUENG|858
||||||013|PAYA BILI DUA|313
||||||014|PAYA DUA|1280
||||||015|KAMPUNG KUALA|348
||||||016|ALUE IE ITAM|809
||||||017|MATANG RAYEUK|396
||||132|BANDA ALAM|001|SEUNEUBOK BAYU|345
||||||002|JAMBO REUHAT|487
||||||003|BLANG RAMBONG|609
||||||004|ULEE JALAN|179
||||||005|SEUNEUBOK KANDANG|237
||||||006|SEUNEUBOK BENTENG|807
||||||007|SEUNEUBOK PANGOU|415
||||||008|URAM JALAN|594
||||||009|JALAN DUA|325
||||||010|PANTON RAYEUK T|557
||||||011|PANTON RAYEUK A|476
||||||012|PANTON RAYEUK B|174
||||||013|PANTON RAYEUK M|1380
||||||014|BUKET DRIEN|214
||||||015|PAYA LAMAN|332
||||||016|SEUNEUBOK SIMPANG|165
||||133|IDI TUNONG|001|ALUE LHOK|643
||||||002|PADANG KASAH|238
||||||003|SEUNEUBOK BUYA|762
||||||004|PAYA AWE|467
||||||005|PAYA GABOH|230
||||||006|SEUNEUBOK DRIEN|406
||||||007|KEUDE KEUMUNENG|493
||||||008|GAMPONG KEUMUNING|388
||||||009|SEUNEUBOK MEURUDU|369
||||||010|SEUNEUBOK PUNTI|223
||||||011|SEUNEUBOK DALAM|229
||||||012|SEUNEUBOK JALAN|731
||||||013|BUKET TEUKUH|912
||||||014|KEUMUNING LHOK|263
||||||015|BUKET RUMIYA|217
||||||016|ALUE KUMBANG M|207
||||||017|ALUE KUMBANG A|197
||||||018|SEUNEUBOK BARO|128
||||||019|BUKET PUUK|167
||||||020|SEUNEUBOK BULOH|248
||||||021|BLANG MINJEI|213
||||||022|BLANG SEGUCI|366
||||||023|BANTAYAN BARAT|353
||||||024|SEUNEUBOK TEUPIN PANAH|245
||||||025|TEUPIN PANAH|200
||||134|DARUL IHSAN|001|SEUNEUBOK ACEH BARO|137
||||||002|LHOK LEUMAK|505
||||||003|SEUNEUBOK TEUNGOH (KD II)|352
||||||004|MEUNASAH ARON|121
||||||005|LHOK DALAM|364
||||||006|LHOK MEUREU|201
||||||007|PT. MEUREUBO|120
||||||008|KHOK PANJOU|181
||||||009|ALUE JANGAT|497
||||||010|MEDANG ARA|256
||||||011|SEUNEUBOK KULAM|322
||||||012|GUNONG PUTOH|206
||||||013|SEUNEUBOK LAPANG|473
||||||014|KEUDE DUA|622
||||||015|BUKET PEULAWI|173
||||||016|PULO BLANG|917
||||135|IDI TIMUR|001|KETAPANG DUA|548
||||||002|MATANG RAYEUK (SMK)|503
||||||003|MENUNASAH JEUMPA|201
||||||004|LHOK ASAHAN|358
||||||005|TUALANG DALAM|357
||||||006|SEUNEUBOK KUYUN|625
||||||007|ULEE GLE|161
||||||008|SEUNEUBOK BARAT|372
||||||009|SEUNEUBOK TEUNGOH (SMK)|344
||||||010|SEUNEUBOK TIMUR|233
||||||011|MATANG BUNGONG|719
||||||012|MATANG RAYEUK (PR)|663
||||||013|SEUNEUBOK DALAM (SMK)|126
||||140|DARUL AMAN|001|SEUNEUBOK SIMPANG|733
||||||002|ALUR LHOK|473
||||||003|ALUR MERBO|479
||||||004|MEUNASAH KEUTAPANG|322
||||||005|ALUE DALAM|296
||||||006|DAMA POLO II|296
||||||007|ALUR LUDIN II|158
||||||008|JUNGKA GAJAH|221
||||||009|BUKET RUMIYA|204
||||||010|BUKET RAYA|270
||||||011|GASEH SAYANG|431
||||||012|SEUNEUBOK BULOH|247
||||||013|KAPAI BARO|462
||||||014|KEMUNING I|248
||||||015|SEUNEUBOK TUHA I|253
||||||016|ALUE GADENG|247
||||||017|TRIENG GADENG|158
||||||018|BUKET KULAM|370
||||||019|SEUNEUBOK TEUNGOH|170
||||||020|DAMA PULO I|356
||||||021|KAMPUNG BEUNOT|423
||||||022|TEUPIN DRUM|404
||||||023|KUALA IDI CUT|203
||||||024|KAMPUNG BARO|480
||||||025|ALUR LUDIN I|197
||||||026|LHOK GEULUMPANG|250
||||||027|BLANG BUKET|298
||||||028|SEUNEUBOK TUHA II|342
||||||029|KEMUNING II|190
||||||030|BUKET TUALANG|167
||||||031|BAGOK PANAH IV|313
||||||032|BAGOK PANAH III|165
||||||033|KEMUNING V|163
||||||034|KEMUNING III|255
||||||035|KEMUNING IV|237
||||||036|GRONG-GRONG|403
||||||037|KAMPUNG KEUDE|1120
||||||038|KEUDE IDI CUT|236
||||||039|SEUNEUBOK BAROH|1484
||||||040|MEUNASAH BLANG|692
||||||041|SEUNEUBOK ACEH|981
||||||042|MATANG GEUTOU|324
||||||043|MATANG PINEUNG|610
||||||044|BAGOK PANAH I|519
||||||045|BAGOK PANAH II|193
||||150|NURUSSALAM|001|ALUE SIWAH SERDANG|522
||||||002|GAMPONG LHEE|978
||||||003|BEURANDANG|157
||||||005|SEUNEUBOK RAMBONG|289
||||||006|GAMPUNG JALAN|495
||||||008|BUKET MEURAK|192
||||||009|SEUNEUBOK DALAM|306
||||||010|KAMPUNG MESJID|1397
||||||011|PAYA ENJEE|156
||||||012|SEULEUMAK MUDA|154
||||||013|COT ASAN|608
||||||014|BUKET PANYANG|300
||||||023|BUKET PANJOU|444
||||||024|MATANG PANYANG|309
||||||025|MEUNASAH HAGU|237
||||||026|MATANG KUNYET|273
||||||027|MATANG NEUHEUN|1077
||||||028|TEUPIN PUKAT|968
||||||029|PULO-U|700
||||||030|MATANG SEULEUMAK|585
||||||031|BANTAYAN|678
||||||032|BLANG PANJOU|198
||||||034|SEUMATANG ARON|388
||||||035|MEUDANG ARA|660
||||||036|MEUNASAH TEUNGOH|764
||||||037|KAMPUNG KEUDE BAGOK|618
||||||038|KEUDE BAGOK|356
||||||039|KUALA BAGOK|191
||||||040|ASAN TANJUNG|247
||||||041|BAROH BUGENG|622
||||||042|PEULAWI|439
||||151|DARUL FALAH|001|TUNONG BUGENG|506
||||||002|GAMPONG CEMPEUDAK|352
||||||003|BUKET TUFAH|112
||||||004|TUNONG ULEE GAJAH|334
||||||005|KEUDONDONG|140
||||||006|SEUNEUBOK PANTON|210
||||||007|BUKET TEUMPEN|214
||||||008|KEUDE BLANG|412
||||||009|PAYA KREUB|442
||||||010|TUNONG PAYA KREUB|85
||||||011|ALUE SIWAH DUA|95
||||160|JULOK|006|KEUMUNENG|259
||||||007|LADANG BARO|300
||||||008|SEUNEUBOK BARO|380
||||||009|SEUNEUBOK RAMBONG|139
||||||010|TEUPIN RAYA|438
||||||011|BUKET PANYANG|483
||||||012|BLANG KEUMUHANG|168
||||||013|BUKIT MAKMUR|259
||||||014|BUKET DINDENG|646
||||||015|LHOK RAMBONG|144
||||||016|BLANG MIDEUN|521
||||||017|BLANG JAMBEE|826
||||||018|PAYA BAKONG|263
||||||019|BUKET SERAJA|681
||||||020|BLANG PAOH SATU|1226
||||||021|ULEE ATEUNG|681
||||||022|MANE RAMPAK|523
||||||023|UJONG TUNONG|772
||||||024|PAYA PASI|333
||||||025|BLANG GLEUM|1567
||||||026|ALUE CEK DOY|928
||||||027|TUMPOK TEUNGOH|553
||||||028|MATANG|313
||||||029|JULOK TUNONG|1174
||||||030|BLANG PAOH DUA|1000
||||||031|KEUDE KUTA BINJAI|175
||||||032|ULEE TANOH|471
||||||033|KUALA GEULUMPANG|1094
||||||034|BLANG UYOK|1414
||||||035|ULEE BLANG|421
||||||036|NALEUNG|876
||||||037|LABOHAN|753
||||||038|GAMPONG BARO|791
||||||039|SEUMATANG|421
||||||040|TANJONG TOK BLANG|775
||||||041|SIMPANG LHEE|570
||||||042|LHOK SEUNTANG|1546
||||161|INDRA MAKMUR|001|ALUE IE ITAM|683
||||||002|SEUNEUBOK BAYU|480
||||||003|BLANG NISAM|1477
||||||004|BANDAR BARO|858
||||||005|ALUE PATONG|584
||||||006|SEUNEUBOK CINA|853
||||||007|PELITA SAGUP JAYA|1395
||||||008|PERK JULOK RAYEUK UTARA|2645
||||||009|PERK JULOK RAYEUK SELATAN|1353
||||||010|JAMBO BALEE|960
||||||011|ALUE IE MIRAH|1836
||||||012|JAMBO LUBOK|2058
||||||013|SUKA MAKMUR|590
||||170|PANTE BIDARI|001|BLANG SEUNONG|1570
||||||002|PANTE LABU|1075
||||||003|PANTE RAMBONG|1580
||||||004|ALUE IE MIRAH|1132
||||||005|SEUNEUBOK TUHA|337
||||||006|SEUNEUBOK SABOH|549
||||||007|BUKET KARENG|730
||||||008|BUKET BATA|1357
||||||009|GRONG GRONG|643
||||||010|MEUNASAH TUNONG|812
||||||011|MATANG PEUREULAK|641
||||||012|MEUNASAH LEUBOK|1774
||||||013|MEUNASAH TEUNGOH|1770
||||||014|KEUDE BARO|223
||||||015|PANTE PANAH|762
||||||016|MATANG PUDENG|1063
||||||017|GAMPONG PUTOH DUA|324
||||||018|MATANG KRUET|801
||||||019|PAYA DEUMAM SATU|1593
||||||020|PAYA DEUMAM LHEE|439
||||||021|PAYA DEUMAM DUA|644
||||||022|PUTOH SATU|1432
||||||023|SUKA DAMAI|239
||||180|SIMPANG ULIM|003|MATANG WENG|394
||||||005|ALUE MULIENG|442
||||||009|PUCOK ALUE BARAT|441
||||||010|PUCOK ALUE SATU|579
||||||011|MATANG KUMBANG|983
||||||012|TITI BAROEH|421
||||||013|ARA KUNDO|402
||||||014|ALUE BULOH DUA|448
||||||015|MATANG RAYEUK|500
||||||016|TEUPIN BREUH|674
||||||017|BLANG ME|1216
||||||018|PUCOK ALUE DUA|1184
||||||019|PEULALU|1460
||||||023|ALUE BULOH SATU|1135
||||||024|KUALA SIMPANG ULIM|966
||||||025|KAMPONG BARO|733
||||||026|NICAH AWE|548
||||||027|BANTAYAN|1886
||||||028|KEUDE TUHA|551
||||||030|GAMPONG BLANG|1365
||||||031|LAMPUH RAYEUK|527
||||||033|TEUPIN MAMPLAM|784
||||||034|MATANG SEUPENG|497
||||181|MADAT|001|PAYA DEUMAM PEUT|807
||||||002|PAYA NADEN|1456
||||||003|TANJUNG ARA|507
||||||004|TANJUNG MINJEI|1689
||||||005|SEUNEUBOK PIDIE|1400
||||||006|RAMBONG LOP|311
||||||007|MATANG JROK|266
||||||008|MATANG NIBONG|473
||||||009|MADAT|1148
||||||010|ABEUK GEULANTEU|1009
||||||011|MATANG KEUPULA SATU|601
||||||012|ULEE ATEUNG|849
||||||013|BLANG ANDAM|814
||||||014|BINTAH|1544
||||||015|BLANG AWE|1087
||||||016|PANTE MEUREUBO|1018
||||||017|LUENG SATU|2011
||||||018|MATANG KEUPULA LHEE|566
||||||019|MATANG KEUPULA DUA|721
||||||020|BLANG UBIT|253
||||||021|LUENG PEUT|578
||||||022|LUENG DUA|285
||||||023|MATANG GURU|763
||||||024|PANTE BAYAM|1085
||||||025|MEUNASAH TINGKEUM|659
||||||026|MEUNASAH ASAN|1318
||06|ACEH TENGAH|010|LINGE|007|LUMUT|716
||||||008|DELUNG SEKINEL|286
||||||009|JAMAT|358
||||||010|LINGE|340
||||||011|OWAQ|846
||||||012|PENARUN|176
||||||013|UMANG|168
||||||014|SIMPANG TIGA UNING|157
||||||015|PANTAN NANGKA|415
||||||016|MUNGKUR|325
||||||017|GEWAT|37
||||||018|KEMERLENG|295
||||||019|KUTE RAYANG|187
||||||020|KUTE KERAMIL|302
||||||021|KUTE RIYEM|245
||||||022|KUTE BARU|259
||||||023|KUTE ROBEL|240
||||||024|GELAMPANG GADING|186
||||||030|GEMBOYAH|917
||||||031|DISPOT LINGE|494
||||||036|ISE-ISE|144
||||||037|KUTE REJE|220
||||||038|REJE PAYUNG|229
||||||039|ARUL ITEM|536
||||||040|ANTARA|404
||||||041|PANTAN REDUK|275
||||011|ATU LINTANG|001|ATU LINTANG|2261
||||||002|MERAH MEGE|705
||||||003|TANOH ABU|380
||||||004|MERAH MUYANG|723
||||||005|MERAH PUPUK|455
||||||006|BINTANG KEKELIP|262
||||||007|MERAH JERNANG|419
||||||008|KEPALA AKAL|144
||||||009|GAYO MURNI|454
||||012|JAGONG JEGET|001|GEGARANG|1013
||||||002|BERAWANG DEWAL|949
||||||003|JAGONG|1116
||||||004|MERAH SAID|293
||||||005|JEGET AYU|1734
||||||006|PAYA TUNGEL|1273
||||||007|TELEGE SARI|680
||||||008|PAYA DEDEP|541
||||||009|BUKIT KEMUNING|903
||||||010|BUKIT SARI|369
||||020|BINTANG|001|BAMIL NOSAR|138
||||||002|MUDE NOSAR|244
||||||003|BALE NOSAR|357
||||||004|MENGAYA|344
||||||005|BEWANG|250
||||||006|LINUNG BULEN I|573
||||||007|LINUNG BULEN II|638
||||||008|DEDAMAR|701
||||||009|SERULE|296
||||||010|KUALA II|806
||||||011|KUALA I|720
||||||012|KALA SEGI|282
||||||013|KELITU|448
||||||014|KEJURUN SYIAH UTAMA|111
||||||015|WIHLAH SETIE|169
||||||016|ATU PAYUNG|136
||||||017|WAKIL JALIL|499
||||||018|GENUREN|408
||||||019|KALA BINTANG|246
||||||020|JAMUR KONYEL|231
||||||021|MERODOT|257
||||||022|GEGARANG|138
||||||023|SINTEP|105
||||||024|GELEPULO|407
||||031|LUT TAWAR|001|ASIR ASIR|1549
||||||002|ASIR ASIR ASIA|859
||||||003|BUJANG|495
||||||004|HAKIM BALE BUJANG|1872
||||||005|KENAWAT|969
||||||006|PEDEMUN ONE ONE|306
||||||007|TOWEREN TOA|404
||||||008|TOWEREN ANTARA|471
||||||009|TOWEREN UKEN|349
||||||010|GUNUNG SUKU|410
||||||011|RAWE|323
||||||012|TAKENGON TIMUR|4733
||||||013|BALE ATU|2387
||||||014|TAKENGON BARAT|907
||||||015|KUTENI REJE|869
||||||016|MERAH MERSA|479
||||||017|ONE-ONE|252
||||||018|TOWEREN MUSARA|326
||||032|KEBAYAKAN|001|GUNUNG BUKIT|953
||||||002|LOT KALA|1419
||||||003|MENDALE|580
||||||004|JONGOK MELUEM|769
||||||005|PAYA REJE TAMI DELEM|317
||||||006|PINANGAN|1874
||||||007|PAYA TUMPI|655
||||||008|BUKIT SAMA|422
||||||009|KELUPAK MATA|642
||||||010|GUNUNG BALOHEN|714
||||||011|BUKIT|459
||||||013|KALA LENGKIO|387
||||||014|JONGOK BATHIN|350
||||||015|BUKIT EWIH TAMI DELEM|561
||||||016|GUNUNG BAHGIE|437
||||||017|TIMANGAN GADING|946
||||||018|PAYA TUMPI I|579
||||||019|PAYA TUMPI BARU|682
||||||030|KUTE LOT|1121
||||||031|TELEGE ATU|174
||||040|PEGASING|001|WIH ILANG|888
||||||002|WIH LAH|319
||||||003|PEDEKOK|495
||||||004|URING|342
||||||005|IERELOP|711
||||||006|TERANG ULEN|491
||||||007|GELE LUNGI|1166
||||||008|KEDELAH|358
||||||009|WIH NAREH|755
||||||010|KUNG|898
